1,2,もしかして飲み込まれちゃう⁉︎〜メガジンベイに会いに行こう〜,"Oslob city, Cebu","15,200yen","＜セブ島・オスロブ＞
オスロブはセブ島の最南端に位置しています。オスロブはここ数年で人気観光地となった新ス
ポットです！セブ島はフィリピンの中でも第二の都市とも知られていて、ダイビングの聖地と
も言われています。他にも、カジノ、五つ星ホテル、大規模なショッピングモールなど、年中
楽しめるイベントがたくさんあります。しかし、オスロブでは発展都市とは違い、田舎の空気
が味わえます。自然に囲まれ、住民のほとんどは漁師さんや建築家として働いています。

＜ジンベイザメウォッチング＞
経験者の私がこのイベントをおすすめする理由としましては、ジンベイザメの出現率がほぼ
100%だということ！（嵐や、悪天候で船が出せないと見れません）そこにいるジンベイくん
たちは穏やかで怖がりなので、人間を襲うことは珍しいです。飼育がとても難しいと言われるほ
ど、警戒心が強い動物です。でも、餌には目がなくて、あなたの身長より大きい口でパクパク食
べる姿はとても愛くるしく、海の生き物への愛が深まります。

＜気をつけなければならないこと＞
泳ぎに自信がない人は、必ずツアーガイドの方と一緒にくっついていること。
波がとても荒く、ジンベイくんたちのハンドタッチが禁止されているので、自分の体をコントロール
できないと、とても危険です。
プランクトンには気をつけて！フィリピンの海にはジェリーバグという、あなたの体を噛むうっ
とおしい虫五郎がいます。ですので、痒くなったり、ちくちくに我慢ができる自信がない方はラ
ッシュガードは必須。

＜カワサン滝＞
カワサン滝にはセブ最大の滝壺があります。敷地内はとても広く、マイナスイオンで溢れています！
自然の保湿が楽しめるかも〜♪メインの滝に行くまで500mの川に沿って歩いて行くのですが、道沿い
には緑が広がり、肌寒いと感じるほど涼しい場所となっております。滝の透明度はとても高く、晴れ
ていれば真っ青で幻想的な水で泳ぐことができます。毎日のストレスはここにくれば吹っ飛びます！

＜セブ市内からオスロブへの行き方＞
今回のツアーは交通費も含まれているので、事前にお住まいのホテル、コンドミニアム名を教えて
いただき、ドライバーがそこまで迎えに行きます。
   ",2021-08-21,2021-08-21,NULL
2,2,モアルボアルでカラフル珊瑚と魚に会いに行こう,"Tongo Point Rd., Moalboal, Cebu 6032","P2,500","セブ本島にあり西岸随一のリゾートエリア。マクタン島のように高級リゾートホテルが建ち並ぶ豪華リゾートという
雰囲気ではなく、ビーチ沿いにゲストハウスやレストランが立ち並ぶ素朴でのんびりとした雰囲気のリゾートです。
ビーチで海水浴を楽しんだり、ダイビングに出かけたりする以外には特に見どころは無いですが、海が本当に綺麗で、
リピーターの多いリゾートです。
モアルボアルにはパナグサマビーチとホワイトビーチ、2つのビーチがあります。パナグサマビーチはビーチ沿いに
ダイビングサービスやレストラン、ゲストハウスなどが軒を連ねるダイビングリゾートになっています。ホワイトビーチ
は白い砂浜と青い海のコントラストが素晴らしいビーチです。ビーチで海水浴を楽しみたい場合はこちらがおすすめです。
ホワイトビーチにはフィリピン人の若者団体やファミリーが多く、パナグサマビーチにはダイバーなど長期滞在の欧米人
が目立ちます。
今回のツアーでは2時間ほど水中で過ごすことになりますので、参加される方は、1000mは泳げる体力が必要となってき
ます。（これはあくまでもツアーで回る全ての海中景色を楽しむためであるので、もちろん、途中で船に戻ることもでき
ます）

＜行き方＞
①日本でセブ島旅行ツアーを申し込むときに、あらかじめオプショナルツアーとして申し込む方法。
次に、②セブに着いてから現地のツアー会社に頼む方法。
そして、③現地のバスなどを使って自分で行く方法（合計1150円ほどかかる)
セブ→モアルボアルのバス　P111×２　往復　222ペソ
モアルボアルでのトライシクル代　P80×2　往復　160ペソ
入場料＋リゾート料　30ペソ


 

",2021-08-21,2021-08-21,NULL
3,2,マニラウォーキングツアー〜キアポダウンタウン〜,"Quinta market and fish port,Carlos 
Palanca, Quiapo,Manila","4,500yen","キアポマーケットはLRTカリエド駅からキアポ教会の間に広がる大きな市場です。お土産を安く買ったり、美味しい
ストリートフードを堪能したり、400年の歴史があるキアポ教会を見学したりと、なかなか楽しめるエリアです。
＜キアポ教会＞
キアポ教会はスペイン統治時代の1582年に宣教師によって建てられたローマカトリックの教会。ここにある
「ブラックナザレ」と呼ばれる黒いキリスト像が有名で、像の足に触れると願いが叶うと言われています。
＜キアポマーケットとは＞
キアポはサンチャゴ要塞の北側、パシグ川を越えたあたりに広がる地区です。その地区にあるLRTカリエド駅から
キアポ教会の間に広がる大きなマーケットがキアポマーケットです。バクラランマーケットと同様、庶民の台所的
な存在ですが、こちらの方がお店が密集しているイメージ。
そして食品、洋服、生活用品、アクセサリー、バッグ、宗教関連グッズなどあらゆるものが売っています。

 
 
",2021-08-21,2021-08-21,NULL
4,2,マラパスクア島でニタリザメを狙え！,Malapascua island,P400,"＜マラパスクア＞
マラパスクアはセブ本島からは少し離れていて、セブ市から車で3時間から4時間ほどの場所にあるマヤ港に到着した後
、ボートに30分乗船して到着します。この島は欧米人や中国人観光客が多く、ダイビングで人気のスポットです。島自
体はとても小さく、スーパーマーケットはありません。小さなサリサリストアと呼ばれる自営業のお店で野菜や肉、魚
を買うことができます。この文章を読んでわかる通り、まだまだテクノロジーは発展しておらず、電気が通ったのもこ
こ最近です。車や、タクシーなどの交通機関もなく、少し遠くに出かけたい時にはバイクを使います。（40ペソ）
マラパスクアで過ごす時には原始的な暮らしができます。本来の人間の姿を見てみませんか？
＜ニタリザメ＞
マラパスクアの一押し海洋生物、ニタリザメ。
ダイバーは、ニタリザメに会うためにマラパスクアに行くと言っても過言ではありません。
下の写真でも分かる通り、ニタリザメの特徴は全長の半分を占める長い尾鰭です。どうやっても他のサメと見間違える
ことはない、特徴的&神秘的なサメです。
そして、最大全長はなんと3m〜7mです。胴体とほぼ同じ長さかそれ以上になる尾を使い、マグロやカジキ、サバなど
を切り裂いたり気絶させ、捕食します。人に対して攻撃的ではありませんのでご安心ください。むしろ海中では警戒心
が強く、近寄ることさえ難しいのですが、マラパスクアはニタリザメのクリーニングステーション（古い皮膚や体の表
面についた寄生虫を掃除してくれる魚がたくさんいる場所）があるため、自然と集まってきます。
＜アコモデーション＞
ホテルやレストランが充実しています。メインのバウンティービーチには6、7件ほどのホテルが横並びになっており、
宿泊料金はみんなほぼ同じです。どこに泊まっても海が近くに見えて心地がいいです。レストランは、フィリピン料理は
もちろんのこと、欧米人の観光客向けにもイタリアン料理がとても充実しています。食べ物や宿泊には絶対に困らない
マラパスクアです！


",2021-08-21,2021-08-21,NULL
5,2,ボホール島の自然を満喫〜大満足プラン〜,Bohol island,ask,"＜ボホール＞
ビサヤ諸島のほぼ中央、セブ島のすぐ南隣にあるボホール島は、フィリピンで10番目に大きな島です。 州都はタグビララン市で
港や空港があります。本島内には幻想的な景観を誇る 「チョコレートヒルズ」や世界最小のメガネザル「ターシャ」などの
見どころが豊富。他にも、爽快な川下り 「ロボック川のリバークルーズ」、パミラカン島沖での「ホエールウォッチング」、
パミラカン島沖での「ドルフィンウォッチング」、さらにボホール島の名物でもある「ホタル観賞ナイトクルーズ」など、自然を
舞台にしたアトラクションも充実しています。
タグビララン市から海に突き出たように浮かぶ小島には「ボホールビーチリゾート」はじめ、多くのプライベートリゾートがあり
ます。500mにわたるアロナビーチは、美しい白砂のパウダーサンドで、沖合にはバリカサグ、パミラカン、セルベラ等の有数の
ダイビングスポットと知られる美しい島々が点在しています。可愛いカクレクマノミから元気な珊瑚礁、ウミガメ、ギンガメアジ
など豊富な海洋生物に出会うことができます。

＜チョコレートヒルズ＞
ボホール島のほぼ中心に位置する円錐形の小丘群。50平方キロメートルのエリア内に点在し、高さ40〜120mほどの円錐型の丘
がなんと約1776個も連なってできています。
小丘の形成時期、形成理由等、未だ解明されていないと言われる不思議な世界。名前の由来は、乾季に丘を覆う緑の草が茶色に
変わった姿がまるで「ハーシーキスチョコレート」の様だったからと言われています。乾季とは反対に、雨季は青々とした緑の
丘を見ることができ、時期によって全く違う表情をみせてくれるのも魅力のひとつです。
220段の階段を上った展望台からは360度どこを見ても美しい山々が見渡せ、ダイナミックな絶景を楽しむことができます。
ユネスコ世界遺産候補にも上がっています。

＜ターシャ＞
ボホール島に生息する世界最小のメガネザル“ターシャ”。森林破壊と密猟により絶滅危惧種に指定されていますが、こちらの保護
区「フィリピンターシャ&ワイルドライフサンクチュアリー」では野生のターシャを間近で見ることができます。
人間以上に敏感で繊細な性格のターシャはストレスがかかると頭を木にぶつけたり、高い木から落ちて自殺してしまうことも。
そのため、ターシャへのタッチは厳禁です。少なくとも1メートルの距離を保ち、刺激を与えないように声のボリュームは極力
小さく、カメラのフラッシュ撮影は禁止、スマートフォンはサイレントモードにすることなどが義務づけられています。
施設内には、お土産としてターシャのぬいぐるみやキーホルダーなどのお土産グッズも販売されています。
＜ボホールビーチクラブ＞
ボホールで最も美しいビーチにロケーションするヴィラ・リゾート「ボホール ビーチクラブ」。セブのタンブリビーチクラブと
は姉妹リゾートで「BBC」の略称で親しまれています。
広大な敷地の中には、南国ムードたっぷりの椰子の木や熱帯樹が生い茂り、トロピカルガーデンと2つの屋外プールが併設されて
います。また、1.5kmにおよぶ美しい白砂のプライベートビーチが広がり、のんびりとした滞在を叶えてくれます。モダンなリゾ
ートスタイルの客室は全88部屋で、デラックスルームのほか、バスタブ付きのビーチビュースイートの客室もあり、全ての客室
からは美しい海の景色が楽しめるだけではなく、プライベートビーチまでは数歩という絶好のロケーション。

",2021-08-21,2021-08-21,NULL
6,2,ファンタスティックスビーチで南国巡り〜セブ島〜,"Cebu, Pandanon, Nalusuan island","大人:P4000
子供：P2000
料金に含まれるもの
スノーケリング用マスク＆フィン
・スイミングベスト
・ボート、ボートスチュワーデス
・飲料水
・海洋保護区スノーケリング代
・入島料、コテージ使用料","＜パンダノン島＞
パンダノン島へはセブ島と隣接している マクタン島からボートで1時間ほど でアクセスでき、セブ島とボホール島の中間より
ボホール島よりの位置にあります。

マクタン島の周辺はオランゴ環礁と呼ばれるサンゴや熱帯魚などの自然保護区。
さらにそこから沖にでたところにパンダノン島は見えてきます。

セブ島からアクセスできる離島の中では最も離れている島 です。パンダノン島の特徴は何と言ってもフィリピンの島々の中
でも No. 1と行っても良いほどの透明度の高い美しい海 です。
もともと綺麗な島ですが、他の島々から距離が離れているため干渉を受けづらく美しさが保たれています。

観光施設などもなく、あるのはコテージとトイレだけ。手付かずの自然と白い砂浜、エメラルドグリーンの海の綺麗さから 
「天国に一番近い島」 と呼ばれています。

パンダノン島の周りは遠浅の浅瀬が広がっているのが特徴、そのため潮の満ち引きによってはかなり遠くまで歩いていけます。
＜ナルスアン＞
ナルスアン島の南半分は海洋保護区に指定された海域となっていて、色とりどりのサンゴと熱帯魚を見ることができ、
シュノーケリングを楽しむにはおすすめのポイントとなっています。
橋の近くは水深も浅くシュノーケリングをしたことがないという初心者の方にもぴったりです。泳ぎ疲れたら桟橋で一休み
して、ナルスアン島の景色を眺めながら静かに流れる時間に身を委ねるのもいいですね。


",2021-08-21,2021-08-21,NULL
7,2,アールスパ　セブ　格安で極上のリラクゼーション,"6F, bai Hotel cebu, Mandaue City","Traditional Japanese Body Care
（60min） P1,200
Aroma Oil Therapy
（120min）P2,200","＜バイホテル＞
リゾートとは違うラグジュアリー感近未来型シティホテル「baiホテル」
食が充実したシティ型ホテルでセブのマンダウエシティ中心部に2017年9月オープンしたbaiホテル。23階建て客室は400室
（2018年4月現在）というセブ最大のスケール。モダンで洗練された雰囲気が訪れる人を魅了します。
レストランやバー、カフェなどの飲食スペースは何と8つもあり。プール、ジムなどのアメニティ施設も充実。ビジネスに限らず
ファミリーで連泊し、レジャーも楽しむのにも最適な環境です。また、大きなコンベンションにも対応できるスペースも完備。
Wi-Fi環境、ＩPTV完備など最新のネットワーク環境、ハイレベルなセキュリティを備えた次世代型ビジネスホテルです。
観光、ビジネス、ショッピングエリアのアクセスも抜群。空港からホテルまで車で約30分。ホテルからセブ市内の主な観光
スポットやボホール島へのフェリー乗り場まで車で約10分。徒歩圏内に大型ショッピングモールのPARKMALL（パークモール）
あり、ショッピングも楽しめるほか、緊急の際はチョンワホスピタルが近くにあるので安心して過ごせます。
「bai」はビサヤ語で「友達」という意味だそう。ビジネスホテルとしては5ツ星クラスながら滞在費はビーチリゾートホテル
よりリーズナブル。海外からの旅行者はもちろん、ローカルの方々にも人気の高いホテルとなっています。
注目度No.1 、コスパも最高の「baiホテル」で、リゾートホテルとは違う贅沢な時間を満喫してはいかがでしょうか？
スパ内は落ち着いた雰囲気で、清潔感があり、セラピストの技術も高いのがポイント！


",2021-08-21,2021-08-21,NULL
8,2,フィリピンのリアルな生活〜バジャウ族と一緒に〜,"Davao city, Cebu","P2,500(観光料金)
+P200 (入場料)","「奇妙なやつら」「物ごいでカネを得るためにたくさんの赤ちゃんを利用している」「教育を受けず、楽をしてカネを稼ぐ怠け者」

これらの発言は、フィリピン・セブ市マンバリン地区で暮らすバジャウ族のイメージを複数のセブ市民に尋ねたところ、
返ってきた答えだ。ひどい場合は「バジャウ」と耳にした途端に笑う人も。「バジャオ」は差別用語と化している感すらある。

バジャウとは元来、フィリピン南部のスルー海で舟の上で暮らしてきた少数民族。フィリピン政府の定住化政策を受け、その一
部
が集まって住むコミュニティーがマンバリンにある。

たった数十キロメートル先には１８０度違った世界が広がっている。皆さんはそんな彼らの生活を見てどう感じるでしょうか？
バジャウ族の人たちが与えられた使命の中でどんなに力強く生きているのかあなたのその目で確かめてきてください。
＜日本人バジャウ族松田大夢さん＞
新潟県村上市で生まれ育ち、地元の中学校卒業を機に単身で佐渡島に移住。島の高校に入学し、卒業式まで登校日残り三日って
ところで高校を中退。それから東南アジアでボランティアなどを経験して、セブ島でホームレス生活をしていた時に仲良くなっ
たのがバジャウ族の方で、そのままバジャウ族として生活しているとのこと。

＜行き方＞
セブ島までは飛行機で行って、そこから『ウーバー』や『グラブ』などの配車アプリを使って
『Gaisano Jai Alai』
という場所を指定して行くのが一番効率的。降りたら道路の向かい側にバジャウ族の集落へとつながる道がある。

マンバリンという地域のバジャオワンという村がバジャウ族の住む村だという情報もあったので参考にしてみてください。

目印は巨大ショッピングモール『SMシーサイド』の近くです。",2021-08-21,2021-08-21,NULL
9,2,木造りのリゾートで自分と向き合う〜リラクゼーションYOGA〜,"1 Paseo Saturnino Asmara Urban
 Resort And Lifestyle Village,
 Cebu City",P400,"＜アスマラ＞
入り口から漂うただならないオシャレ感。レストランにある木で造られた店内や家具は、全てオーナーであるイタリア人
インテリアデザイナーのカルロさんががデザインしたものなんです！

全て木で作られた統一感のあるナチュラルな家具は、居心地がついつい良く長居してしまいます。ただ居心地がいいだけ
ではなく、室内・野外には様々な設備があるオールラウンダーなレストランです。

＜行き方＞
隠れ家レストランのアスマラなのでタクシーの運転手への伝え方が重要です。周辺にある認知度の高い場所は
「ストリートスケープモール」です。まずはパセオサターニーノ通りの「ストリートスケープモール」を目指しましょう。

ある程度近ずいてきたら、Google Mapなどで位置を確認しながら、タクシーの運転手に指示を出せば問題なく到着できます。
ストリートスケープモールから100mほどなので、目的地をストリートスケープモールにして徒歩で行くのもありです。

緑色で「Asmara」と書かれた看板があるので、入る路地はそれを目印にしてください。夜もライトで照らされているので
しっかり看板が確認できます。

＜ヨガ＞
ビギナーからアドバンスな参加者まで楽しめるアクテビティ！特に朝のプログラムは眠くてだるい朝も、めちゃめちゃ明るい
トレーナーさんとポジティブなフィリピン人参加者に囲まれることによって、自分も明るく、元気に1日を始めることができ
ます！ここ最近ではYouTubeで家ヨガ、トレーニングも流行っていますが、自然たっぷりな場所でそよ風に吹かれながら
体を動かすのも心身のリフレッシュにつながります。

＜他のアクテビティ＞
プール（デイユース：午前9時から午後5時）

大人：400ペソ / 子供：250ペソ（※9歳未満）

スカッシュ（500ペソ/1時間）

ラケットレンタル：100ペソ/1時間

 

テニス（午前6時〜午後5時：400ペソ/1時間、午後5時〜9時：500ペソ/1時間）

コーチ/トレーナー付き：250ペソ/1時間

ラケットレンタル：150ペソ/1時間

ボールボーイ：50ペソ/1時間

 

卓球（午前6時〜午後5時：200ペソ/1時間）

※スカッシュ・テニス・卓球の利用は電話予約が必要（TEL：09177081079）


",2021-08-21,2021-08-21,NULL
10,2,ユネスコ世界遺産〜プライベートコルディリェーラ巡り〜,"Manila, Metro Manila, Philippines",3750円,"「耕して天に至る」。棚田の風景を形容するのによく使われる表現ですが、フィリピン・ルソン島北部の中央山岳地帯に築かれた
棚田群はまさにそれ。バナウエ周辺のコルディリェーラ山脈の急斜面に沿って、「天国への階段」とも呼ばれる壮大な景観が広がります。

コルディリェーラの棚田群は、総面積2万ヘクタールと世界最大規模。棚田のあぜをつなぎ合わせると2万㎞、地球を半周するほど
の長さになるといわれています。この地に生きる山岳民族のイフガオ族が、標高1,000ｍを越える高峰の山腹をほとんど人力だけ
で耕し、米を作り、昔ながらの生活を2000年以上にわたって守り続けてきました。人間の営みと自然の調和から生まれ、今に
受け継がれてきた棚田の景観はかけがえのないもので、1995年世界遺産に登録されました。とりわけ青々と育つ稲や黄金色の
稲穂に覆われる棚田群は壮観です。

この山岳地帯の村にも近代化の波は否応なしに押し寄せ、生活の変化や後継者不足による耕作放棄などから棚田が荒廃、景観の
維持管理が行き届かなくなり、2001年には危機遺産リストに登録される事態に。そこで「棚田を守ろう」と立ち上がったのが、
日本を含む国内外の支援団体。伝統的な農法による棚田の保全、技術や知識の伝承が図られ、2012年にリストから解除されて
危機を乗り越えました。棚田の景観とともに、手作業による田植えや稲刈りなど、昔ながらの農作業風景が次代へ継承される
ことを願いたいものです。",2021-08-21,2021-08-21,NULL
